"date","hour","activity","workout","keywords","time","i0","i1","i2","i3","i4","i5","distance(km)","climb(m)","intensity","t-intensity","ahr","mhr","controls","spiked","rhr","sleep","weight(kg)","injured","sick","restday","shoes","route","description","private note"
"2017-12-08","17","Running","","","00:37:16","","00:00:36","00:10:55","00:25:45","","","7.451","26.3","2.67","","","","","","","","","","","","Salming Miles","","Kortare kvällslöp efter en heldag i labbet.",""
"2017-12-09","9","Orientering","","","03:30:00","","","03:30:00","","","","17.5","","2.0","","","","","","","","","","","","VJ Bold IX","","Rekning i Söderö med Per och Putte. ",""
"2017-12-10","12","Running","warm up/down","","00:44:38","","00:00:32","00:26:07","00:17:59","","","8.985","32.7","2.39","","125","145","","","","","","","","","Salming Miles","","",""
"2017-12-10","12","Orientering","","","00:16:13","","","","","00:16:13","","3.845","46.5","4.0","","126","169","","","","","","","","","Inov-8 x-talon 190 (orange)","","Jag och Vidar hängde med Sara till LOKgården då hon sprang skinkloppet. Sen sprang jag hem och körde om sprintbanan i Berga från gårdagens sprint-cup. Gick bra.
Tid: 16.13",""
"2017-12-10","12","Running","warm up/down","","00:24:07","","00:00:07","00:15:08","00:08:06","00:00:36","00:00:10","4.572","33.5","2.4","","126","165","","","","","","","","","Salming Miles","","",""
"2017-12-11","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Tyvärr ingen träning idag.",""
"2017-12-12","17","Running","","","01:09:00","","00:05:50","00:02:23","00:18:48","00:25:56","00:16:03","15.591","44.2","3.64","","148","181","","","","","","","","","NB 1400 v4","","Intervaller med LOK.
6 x 3-2-1 (vila 1/3 av tiden) längs Tinnerbäcken (tjoho!)

Bra känsla idag. Som vanligt lite stel i vänsterbenet, men inte värre än vanligt.
Farten låg oftast mellan 3.10-3.20 min/km.

+ upp och ned.",""
"2017-12-13","18","Orientering","","","01:06:29","","","00:00:17","00:05:58","00:25:11","00:35:03","11.258","90.3","4.43","","161","191","","","","","","","","","VJ Bold IX","","Midvinterduell #2 (Vidingsjö)
Bomfest delux. Typ alla missar k4 massor, jag mest av alla. Blir långt efter men kommer ikapp hela gänget igen när alla missar k5 ännu mer (möjligt att den satt fel). Här får jag och Heggo en lucka på de andra. Jag avslutar dock bedrövligt och missar k10 och k11 massor. Heggo plockar hem det, jag tvåa trots misstagen i slutet.

http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=52972&categoryId=5",""
"2017-12-14","11","Running","","","00:47:11","","","00:47:11","","","","8.961","64.7","2.0","","","","","","","","","","","","Salming Miles","","Lunchjogg.",""
"2017-12-15","12","Running","","","00:39:38","","00:00:33","00:05:23","00:18:54","00:13:47","00:01:01","9.242","35.4","3.24","","141","168","","","","","","","","","NB 1400 v4","","Lunchintervaller. 5 x 4min
Lite seg i början men bättre på slutet. (3.25 -> 3.10 min/km)",""
"2017-12-16","9","Running","","","02:18:22","","","02:18:22","","","","22.589","129.3","2.0","","","","","","","","","","","","Salming Miles","","Stigdistans med Ptr och Erik S.",""
"2017-12-17","9","Running","","","00:55:00","","00:04:45","00:12:58","00:09:40","00:25:30","00:02:07","10.057","92.3","3.13","","138","169","","","","","","","","","VJ Bold IX","","LOK-milen med Ptr och Niklas.",""
"2017-12-17","9","Orientering","","","00:53:04","","","00:00:32","00:04:03","00:45:02","00:03:27","9.721","101.8","3.97","","154","176","","","","","","","","","VJ Bold IX","","Sunes bana. Masstart med Ptr och Niklas. Jag får en liten lucka till k3 som sedan utökas. Några småsaker tekniskt men framförallt hade jag svårt att springa i snön. ",""
"2017-12-18","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Vilodag.",""
"2017-12-19","17","Running","","","01:14:21","","00:00:17","00:09:31","00:02:05","00:12:24","00:50:04","16.279","32.5","4.38","","160","","","","","","","","","","NB 1400 v4","","Intervaller med LOK längs Tinnerbäcken.
4 x 4-3-2 med 1 min vila.
Grymt bra pass. Fin sparring av Raz hela passet gjorde att vi kunde hålla hög fart (snitt runt 3.10). Bra!",""
"2017-12-20","11","Running","","","00:49:38","","","00:49:38","","","","9.095","41.5","2.0","","","","","","","","","","","","Salming Miles","","Lunchmys med Putte.",""
"2017-12-21","12","Running","","","00:42:24","","00:07:12","00:31:03","00:04:09","","","8.666","43.5","1.93","","116","139","","","","","","","","","Saucony Kinvara XIII","","Lunchmys idag igen. Hade tänkt köra något hårdare men jag orkade inte.",""
"2017-12-22","17","Running","","","00:38:41","","00:13:44","00:24:38","00:00:19","","","6.504","89.7","1.65","","113","130","","","","","","","","","Salomon Spike Cross","","Lätt kvällsjogg med Sara i Borlänge.",""
"2017-12-22","17","Styrka","","","00:10:00","","00:10:00","","","","","","","1.0","","","","","","","","","","","","","","",""
"2017-12-23","11","Running","","","00:57:59","","00:10:48","00:32:26","00:03:33","00:10:17","00:00:55","11.208","48.0","2.28","","124","","","","","","","","","","NB 1400 v4","","Hade tänkt köra tröskelintervaller, men det var typ isgata överallt så det var ingen idé att ens försöka springa fort.",""
"2017-12-24","9","Running","","","01:53:58","","","01:53:58","","","","21.461","129.6","2.0","","","","","","","","","","","","Salming Miles","","Juljoggen i Borlänge arrangerat av Roberto Vaccio och Daniel Tynell, i år i förmån för Rädda Barnen.
Jag sprang dit och hem också.

GOD JUL!",""
"2017-12-25","11","Löpning terräng","","","00:53:49","","","00:53:49","","","","8.404","168.9","2.0","","","","","","","","","","","","VJ Bold IX","","Kortare löptur på Tjärnaberget. Blött...",""
"2017-12-26","14","Running","","","00:35:53","","00:03:56","00:12:42","00:19:15","","","7.421","145.4","2.43","","126","145","","","","","","","","","VJ Bold IX","","Kortare löppass. 4xvattentornsbacken",""
"2017-12-27","9","Running","","","01:00:11","00:00:12","00:03:13","00:48:23","00:07:51","00:00:32","","11.517","113.0","2.09","","121","151","","","","","","","","","Salming Miles","","Transportlöp till Bergebo.",""
"2017-12-27","13","Running","","","01:16:40","","00:05:00","01:05:49","00:05:18","00:00:33","","14.887","97.9","2.02","","119","156","","","","","","","","","Salming Miles","","Hem igen nån timme senare. Segt...",""
"2017-12-28","18","Running","","","00:41:34","","00:06:04","00:09:22","00:19:29","00:06:24","00:00:15","8.787","124.7","2.65","","130","164","","","","","","","","","VJ Bold IX","","Kortare intervallpass på isiga cykelvägar i Skräddarbacken.
8 x 3-1'
Dåligt genomförande.",""
"2017-12-29","17","Running","","","00:35:08","","","00:35:08","","","","6.337","52.7","2.0","","","","","","","","","","","","Saucony Kinvara XIII","","Kvällsjogg.
+ lite spänst.",""
"2017-12-29","17","Löpskolning","","","00:15:00","","","00:15:00","","","","","","2.0","","","","","","","","","","","","","","",""
"2017-12-30","","Note","","","","","","","","","","","","","","","","","","","","","","","","","","En topp-3 över mina största bommar från 2017.

<h4>1. Natt-SM - Missad tid: 6.45</h4>
<img src=""https://lh3.googleusercontent.com/fQyhpJh1f35TtsOxbZOWQ_7Df3EmGfLWLA3fk_x91pPtJQ8DElopwW7UpLaRTtyyB3dbyAZwnTQLtAeWknSsT1KMTCblBOyiHoO_T55b58Z1WmzSYcRdEAgjhCm_d-RiP8H0o5r3JoWBxfso-wL84YVXV7FYa8dhBfN2XOO1EacwsCDq6qDPZMnqOysfYKCR6zPLGiiFIJ92eXGGhrGtSXphB9Tftn41nbOhdv3Wi0JrLirfmygMf6mtuk4HjVyikB3lsSqdhDKRpnbjk9f3-p8ORPhwrE58eAlAg3Zz-7AfTmsGmBoEbULiBs6H07F9jZUQZJdc52Ka6FL6ahKbPv0kJ0Dq03C7-pJV42_aAI8As5OnEK2VKN6kL1sAISwFgpmZM7azWxIT_ZCJOzC3HGPcm9fLg-xtPlI74vrnE1uuaqB9oUF9eFlRiBHbEkUwbhi04qkUp56Q4j0pISd_mXINw3wRhzydZvaebRlyzihxvLPSrH-x7jO0DOtQGbCs32eYdlLalBb2rrMltwgDOGNyXaCrhvSMbYI-PaCdSp74cQ005k6FywH_tmbYksRAflqxn225vCTN2jC5l430a1dNuemZ5v3biaiYxtY=s300-no"" alt=""Karta1"">

<h4>2. O-ringen Etapp 2 - Missad tid: 4.30</h4>
<img src=""https://lh3.googleusercontent.com/m2c8NprIvkxI1MR-v9CLuMstiXxGJOK9xMduDoPcmm8luegYAXjjA2IDbdRzPnJ5ezX3Vwh-FhRvmZ9DseOdIBZpoY-CSPVG00YIIOwaPA2awIaYkXkqcMALXjvZ7yIStcWclvuhH_1FtZ9o0MLHVrFZ_BfB_fN50hfyrDwxiunXk7JKRBCBbuYNdl8CaQn3xdtpY2pHquaVVYqoirhDAzkVQ7ARIF3m6q6nhgF3Gw6CmNt6BxXXVMw-LipO7Q2K1ZM4CSo9T8QwOSQEL-bv8xo4WN1_8ZjmzqNFISTe7l1bcoQ70n5UxadBUg75EOTER10De3lExM65EEgnPVo48YR8bIIopIyZDcF3aiHfNKT-NA0IvPgWQJXmvvxAGjEaTMlIC8xsf7odt4Xemj2aPzez1U8UEUE_Qd-EknrIf5odLPblorxeezLfaFQzzdcVaYCAjrzPY3ZmLxMKU_GPfZCKVvtLwLukl70mnCSGyonPma0o5Pcd1PIwVyHhJkDdP6cf9Ejq-apzAdrFF9Qcf9piZgPL75PFupzZO3vplFPmQYVLkMXQpZRr-ls1xGs95jyGet8ZGMcvsfEg5LyLoVC1jA8jkFw9EG32m6I=s300-no"" alt=""Karta2"">

<h4>3. Tibro, natt - Missad tid: 3.45</h4>
<img src=""https://lh3.googleusercontent.com/rI6LpKf4Tcwy4tU0AoZkewjYx-Y3ThkPBKl-h3YHb_YpK9w64K9TSusJTzXC00ckzSJTAG4sxsBZUcFj2lS-i4fSLEV3C1scpAqC1opljIeRb8GEASuLk8RFo8Zn1PvMSt6bsh3a8sTF_ABlgip85ytZWDuUBrIQO9B4_4vFpBbHqhCGoyv5-avuo4OV27jwZdEh9okLXuLHILkr5OjnGsic_Ix54RCk-YJA85btmXpPe022j0knzDFKvS9OqQFINKa7-Nr_uI_qGQuBQDGnhuAGROroFWZGtRMbXcC9zJy1I2IwxBc2UZgY6Di4dvs8IhgT5X5cDelUUNvqSO27U57UVyW4sigs5wXk7HJtYzyXdA3SPupLWAtVgSvF5wQJ-ifjInoO-v3wa1f9flr71Djqze-e4vDNf1oe0a5drggpJNRvfg7p912WFMtA8F2sp8NSwGdJLLAXAJudcgj3cJrxOLSw9TsEES2DfnxJFLNwBDd4iWjzP5yatScUppcbDGCAlEns6OelAxkYoA_Y54yCrDDnIsTps_38LOYodwqXnsYGxzX4bW2jqoKPzS2QYPLU0Nlv2GF0rNRAbiens9lf5-lospcso3I8KDE=s300-no"" alt=""Karta3"">
",""
"2017-12-30","9","Running","","","02:41:12","","","02:41:12","","","","24.108","402.8","2.0","","","","","","","","","","","","Salming Miles","","Långpass mellan Skräddarbacken och Gyllbergen. Inkluderade 4 km snöpuls i  30 cm snö. Drygt och kallt.
Trött på slutet.",""
"2017-12-31","14","Running","","","01:10:55","","00:01:40","00:36:15","00:16:37","00:15:58","00:00:25","15.917","200.7","2.68","","131","170","","","","","","","","","NB 1400 v4","","Långa intervaller 3x10 min längs gamla vägen mellan Borlänge och Falun som uppladdning inför kvällens fest. 
Snömodd och sega ben gjorde att det gick riktigt sakta.",""
"2017-12-31","","Note","","","","","","","","","","","","","","","","","","","","","","","","","","En sammanfattning av 2017

<h2>339.17 h träning </h2>
358 mil löpning

Löpning: 223.14 h (66%)
Orientering: 88.30 h (26%)
Skidor: 15.25 h (5%)
Styrka: 4.35 h (1%)
Övrigt: 7.45 h (2%)

Sjukdagar: 28 st
Skadedagar: 9 st
Vilodagar: 37 st

Kommentar: 
Ytterligare ett år med fokus på löpning och orientering. Lite färre timmar än tidigare år, (inte ens 1h träning i snitt per dag) men 92% av träningen var nån form av löpning. Har haft bra kontinuitet i löpningen då jag inte haft några större skador eller längre sjukdomsperioder.


<b>Årets bästa:</b> 
Mitt DM-facit med placeringsraden 1,1,1,2.
Bubblare: Sprint-SM, O-ringen

<b>Årets sämsta:</b> 
Medel-SM
Bubblare: Stafett-SM, Natt-SM

<b>Årets roligaste:</b> 
Alla stafetter. Stabila insatser på de flesta.
Bubblare: DM, Sprint-SM

<b>Årets tråkigaste:</b>
Den dåliga uppslutningen på Jukola.
Bubblare: K8-10 på O-ringen E2 (förstörde veckan). 

<b>Årets träningspass:</b>
45 min jogg.
Bubblare: ?
",""
"2018-01-01","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Dagen efter kvällen före. Seg efter en trevlig 40-års fest för Johan Nordlund i Falun.",""
"2018-01-02","17","Running","","","00:42:44","","00:22:58","00:18:11","00:00:49","00:00:46","","7.588","52.2","1.52","","110","151","","","","","","","","","Salomon Spike Cross","","Lätt kvällsjogg med lampa hemma hos mor och far.",""
"2018-01-03","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Lite sjukdomstendenser samt ont i hälsenan. Valde därför att skippa träning.",""
"2018-01-04","13","Running","","","00:58:29","","00:00:56","00:23:30","00:34:03","","","12.308","166.2","2.57","","126","132","","","","","","","","","Saucony Kinvara XIII","","Lite bättre så det fick bli en löprunda. Klara känningar i höger hälsena/häl.",""
"2018-01-05","14","Running","","","01:09:01","","00:01:41","00:45:50","00:19:20","00:01:59","00:00:11","13.384","170.0","2.32","","125","171","","","","","","","","","VJ Bold IX","","Distans på både skog, stig och väg. Kändes bra ända fram till slutet då jag fick rejält ont i hälen.",""
"2018-01-06","12","Running","","","00:45:23","00:00:04","00:01:20","00:22:07","00:19:51","00:01:46","00:00:15","10.515","121.4","2.5","","128","170","","","","","","","","","NB 1400 v4","","Lyckades klämma in ett intervallpass. 5x4 min.
Segt..",""
"2018-01-07","11","Running","","","00:54:40","","","00:54:40","","","","9.675","83.1","2.0","","","","","","","","","","","","Salomon Spike Cross","","Lätt löptur med svåger Magnus.",""
"2018-01-08","11","Running","","","00:41:48","","00:04:42","00:34:42","00:02:21","00:00:03","","8.724","69.8","1.95","","117","150","","","","","","","","","Saucony Kinvara XIII","","Lunchrunda ner på stan.",""
"2018-01-09","17","Running","","","01:05:35","","","00:00:32","00:02:45","00:34:28","00:27:50","14.423","25.0","4.37","","161","180","","","","","","","","","NB 1400 v4","","Intervaller med LOK.
10x3-0.45'

Ingen vidare känsla, mest pga av känningar både i vänster höft och hälsena (eller snarare hälsenefästet). Men farten var ändå helt ok med snitt runt 3.15. Bra sparring av Raz och de andra grabbarna som var strax bakom.",""
"2018-01-10","11","Running","","","00:49:35","","","00:49:35","","","","8.647","134.7","2.0","","","","","","","","","","","","Saucony Kinvara XIII","","Lunchmys med Putte. 1,5  varv på Mtb-banan.",""
"2018-01-11","17","Running","","","01:04:34","","00:13:11","00:43:46","00:06:54","00:00:43","","12.332","155.0","1.92","","117","158","","","","","","","","","NB 1400 v4","","Backintervaller med Ptr. 8 gånger uppför backen till Slaka kyrka (tog 1.30). Fokus på frekvens och hållning.",""
"2018-01-12","11","Running","","","00:30:17","","00:05:56","00:21:04","00:02:58","00:00:19","","5.56","54.3","1.92","","116","","","","","","","","","","Saucony Kinvara XIII","","Lunchpass. Jogg i vallskogen + spänst.",""
"2018-01-12","11","Löpskolning","","","00:15:00","","","00:15:00","","","","","","2.0","","","","","","","","","","","","","","",""
"2018-01-13","10","Running","","","02:01:08","","","02:01:08","","","","23.038","183.8","2.0","","","","","","","","","","","","Saucony Kinvara XIII","","Långpass själv.

Note: Klart begränsad av smärta i hälen. framförallt sista 30 min. Borde nog ta paus i löpningen ett tag för att få bukt med problemen, men jag är så jäkla dålig på att köra alternativ träning.",""
"2018-01-14","","Note","","","","","","","","","","","","","","","","","","","","","1","","","","","Skippade träning pga av känningarna i hälen samt viss tendens till halsont på morgonen.",""
"2018-01-15","","Note","","","","","","","","","","","","","","","","","","","","","1","","","","","Rehabövningar hemma.",""
"2018-01-16","","Note","","","","","","","","","","","","","","","","","","","","","1","","","","","Rehab.",""
"2018-01-17","18","Note","","","","","","","","","","","","","","","","","","","","","","","","","","Hälen kändes ok under själva loppet, men jag fick känningar efteråt.",""
"2018-01-17","18","Orientering","","","01:00:41","","00:00:17","00:01:02","00:17:52","00:22:54","00:18:36","10.042","111.6","3.96","","154","","","","","","","1","","","VJ Bold IX","","Midvinterduell #3
16/25 +6.07 (M Hallmén, Denseln)

Bedrövlig insats...
Har lite tur vid k2 (som sitter fel) och ser kontrollen före alla andra och får en lucka på 36 sek. Sen slarvar jag i utgången till k3 och hamnar på fel stig. Springer fel och sen vet jag inte var jag är. Lägger bort 7 min (!) på den kontrollen och hamnar såklart sist, långt efter alla andra. Följer upp det med miss till k4 och k5 också. Sen skärper jag till mig och springer snabbast av alla från k5 in i mål.

http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=53270&categoryId=5",""
"2018-01-18","","Note","","","","","","","","","","","","","","","","","","","","","1","","","","","Rehab hemma.",""
"2018-01-19","17","Övrigt","","Roddmaskin","00:45:00","","","","00:45:00","","","","","3.0","","","","","","","","","1","","","","","Roddmaskin efter jobbet.
8 x 500m-1.00'

Klen... snitt på 1.42
+före och efter.",""
"2018-01-19","17","Styrka","","","00:15:00","","","00:15:00","","","","","","2.0","","","","","","","","","","","","","","",""
"2018-01-20","9","Running","","","00:36:56","","00:00:29","00:08:52","00:27:35","","","6.519","15.3","2.73","","135","146","","","","","","","","","Saucony Kinvara XIII","","TIll sprinten (med Ptr).",""
"2018-01-20","9","Orientering","","","00:17:16","","00:00:48","00:00:09","00:00:35","00:15:44","","4.1","38.7","3.81","","","","","","","","","","","","VJ Bold IX","","LOK sprintcup #3 (Trädgårdsföreningen)

Osäker på om jag skulle springa med tanke på skadan. Men bestämde mig för att testa. Glädjande nog kändes det faktiskt rätt bra, även på hemjoggen. Gött!

Loppet var ok. Missade den förbjudna bron till k3, men blev stoppad av Johan Jylltorp. Dåligt vägval till k8 samt liten miss vid k13.

http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=53298&categoryId=1",""
"2018-01-20","9","Running","","","00:23:55","","00:00:15","00:00:55","00:22:45","","","4.363","40.3","2.94","","139","147","","","","","","","","","Saucony Kinvara XIII","","Hem.",""
"2018-01-21","10","Orientering","","","00:45:37","","","00:01:09","00:10:26","00:28:01","00:06:01","9.383","75.0","3.85","","152","177","","","","","","","","","VJ Bold IX","","Sunes.
Dåligt genomförande med många misstag. Var snabbast, men AB var inte långt bakom. Tror jag är obesegrad på Sunes sen 2012 eller nått sånt.

http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=53317&categoryId=0",""
"2018-01-21","10","Running","","","00:36:51","","00:05:58","00:30:40","00:00:13","","","6.578","31.9","1.84","","114","138","","","","","","","","","Saucony Kinvara XIII","","Hemjogg med Ptr.",""
"2018-01-22","","Styrka","","","00:40:00","","00:40:00","","","","","","","1.0","","","","","","","","","","","","","","Styrka hemma.",""
"2018-01-23","17","Running","","","00:58:18","","00:01:10","00:16:30","00:20:38","","00:20:00","13.407","32.7","3.36","","","","","","","","","","","","NB 1400 v4","","Intervaller med LOK
20 x 90-30

Kändes inte alls bra. Tung och stel i löpningen + känningar i hälen (ont i hälsenan nu på kvällen). 
Men jag har en bra grundträning som gör att farten ändå var ok. Men känslan var skit.",""
"2018-01-24","12","Övrigt","","Roddmaskin","00:30:00","","","","00:30:00","","","","","3.0","","","","","","","","","","","","","","Kort lunchpass på CH.
Roddmaskin varav 2000 m snabbt.
Tid: 6.52",""
"2018-01-24","12","Styrka","","","00:15:00","","00:15:00","","","","","","","1.0","","","","","","","","","","","","","","",""
"2018-01-25","17","Running","","","01:00:06","","00:00:32","00:12:09","00:14:56","00:25:57","00:06:32","12.991","62.5","3.43","","145","175","","","","","","","","","Saucony Kinvara XIII","","Tröskelintervaller med Ptr.
4 x Lambospåret

Halvkass form och lerigt underlag gjorde att tiderna inte var superbra, men genomförde ändå passet på ett bra sätt med progressiv fart på intervallerna.

8.29 - 8.21 - 8.13 - 8.05
Snitt: 8.17",""
"2018-01-26","12","Övrigt","","Roddmaskin","00:20:00","","","00:20:00","","","","","","2.0","","","","","","","","","","","","","","Kort lunchpass på CH.
Roddmaskin+styrka.",""
"2018-01-26","12","Styrka","","","00:20:00","","00:20:00","","","","","","","1.0","","","","","","","","","","","","","","",""
"2018-01-27","9","Orientering","","","01:17:50","","00:00:19","00:00:48","00:40:53","00:34:41","00:01:09","10.738","238.7","3.46","","147","173","","","","","","","","","VJ Bold IX","","SM-träning med LOK i Bauerskogen.
Första passet var ett hyfsat lugnt, individuellt ol-pass. Jag kände mig ringrostig både teknisk och fysiskt.",""
"2018-01-27","14","Orientering","","","01:22:02","","00:07:18","00:06:52","00:09:55","00:50:20","00:07:37","11.527","355.0","3.54","","147","191","","","","","","","","","VJ Bold IX","","Andra passet var masstart med några fulgafflingar. Bra tekniskt och jag gjorde inga större misstag. Höll ok fart i 1h, men blev sen bra trött...

Note: Riktigt bra träningsdag. Precis vad jag behöver!",""
"2018-01-28","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Slappardag. Kände mig helt mörbultad från gårdagens ol-träning",""
"2018-01-29","19","Running","","","00:49:21","","","00:49:21","","","","10.446","71.2","2.0","","","","","","","","","","","","Saucony Kinvara XIII","","Kvällsjogg.",""
"2018-01-30","17","Running","","","01:06:54","","00:00:09","00:10:01","00:07:08","00:32:09","00:17:27","12.337","36.9","3.85","","152","","","","","","","","","","VJ Bold IX","","Ängsintervaller med LOK vid fröberget.
10 x 3-1'. 
Jag kom precis ett varv på tre minuter, så det blev 10 varv. Blev blötare och blötare för varje varv och fötterna blev kallare och kallare. 
Kul att träna med hela klubben men extremt dålig uppslutning bland seniorerna.",""
"2018-01-31","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Jobbmöte i Uppsala hela dagen.",""
"2018-02-01","11","Running","","","00:56:41","","00:11:47","00:44:54","","","","12.758","85.2","1.79","","117","123","","","","","","","","","Saucony Kinvara XIII","","Lunchdistans i tidvis ymmigt snöfall.",""
"2018-02-02","17","Styrka","","","00:45:00","","","00:45:00","","","","","","2.0","","","","","","","","","","","","","","Hemmastyrka.",""
"2018-02-03","12","Running","","","01:05:10","","00:01:49","00:21:01","00:16:28","00:25:25","00:00:27","15.621","67.4","3.03","","138","168","","","","","","","","","Saucony Kinvara XIII","","Planen var att åka till Söderö och reka inför tävlingen, men eftersom det kom sjukt mycket snö under natten så ställde jag in det.
Då ändrade jag planerna till ett tröskelpass istället, men det moddiga underlaget (bitvis helt oplogat) gjorde att det inte gick att springa snabbt. Blev 4-fart istället för 3.30.",""
"2018-02-04","10","Skidor","","","01:19:48","","00:49:45","00:24:22","00:05:34","00:00:07","","17.501","266.0","1.45","","106","149","","","","","","","","","Madshus Nanosonic","","Familjedag i Tolvmannabacken i Kisa.
Jag fick möjlighet att åka lite längdskidor medan Sara testade slalom med junior. Var som väntat klen och ringrostig i tekniken, men det var skoj att köra lite iallafall (säsongspremiär).",""
"2018-02-05","12","Running","","","00:44:19","","","00:44:19","","","","9.308","61.3","2.0","","","","","","","","","","","","Saucony Kinvara XIII","","Lunchdistans i ett härligt vinterväder.",""
"2018-02-06","17","Running","","","01:16:00","","","00:50:00","","00:26:00","","15.0","","2.68","","","","","","","","","","","","Saucony Kinvara XIII","","Backintervaller i Johannelund med LOK.
(Jag glömde klockan hemma).
Jag kände mig riktigt tung och körde ""bara"" 8 st. Klarade inte riktigt att hålla samma tempo som Raz, men var inte allt för långt bakom.
Bra uppslutning idag! 

Note: Efteråt hade Niklas fixat ett 10mila-spel som inkluderade vägvalsanalys och olika scenarier. Blev bra diskussioner. Skoj!",""
"2018-02-07","11","Running","","","00:31:00","","","00:31:00","","","","5.865","49.8","2.0","","","","","","","","","","","","Salming Miles","","Lunchjogg + spänst.",""
"2018-02-07","11","Löpskolning","","","00:15:00","","","00:15:00","","","","","","2.0","","","","","","","","","","","","","","",""
"2018-02-08","17","Running","","","00:41:30","","00:01:20","00:11:55","00:18:22","00:08:52","00:01:01","9.098","42.3","2.91","","136","169","","","","","","","","","NB 1400 v4","","Kortare intervallpass. 
5 x 4min
Dåligt genomförande. Isigt underlag + känningar i hälsenan gjorde att tempot var riktigt lågt.",""
"2018-02-08","17","Styrka","","","00:15:00","","00:15:00","","","","","","","1.0","","","","","","","","","","","","","","",""
"2018-02-09","17","Övrigt","","Roddmaskin","00:20:00","","","00:20:00","","","","","","2.0","","","","","","","","","","","","","","Fredagsfys på CH. Rodd + SkiErg.",""
"2018-02-09","17","Övrigt","","SkiErg","00:20:00","","","00:20:00","","","","","","2.0","","","","","","","","","","","","","","",""
"2018-02-10","9","Running","warm up/down","","00:37:51","","00:00:40","00:25:10","00:11:33","00:00:28","","7.948","30.6","2.31","","124","161","","","","","","","","","Saucony Kinvara XIII","","",""
"2018-02-10","9","Orientering","","","00:15:33","","00:00:22","00:00:18","00:06:46","00:00:16","00:07:51","4.095","7.9","3.96","","","","","","","","","","","","VJ Bold IX","","LOK Sprint-Cup #4 (Malmslätt)
Ganska lätt och löpbetonad sprint. Helt ok insats från min sida och tror jag tog bra vägval hela vägen.

http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=53565&categoryId=1&ct=true",""
"2018-02-10","9","Running","warm up/down","","00:41:00","","00:00:16","00:13:11","00:26:37","00:00:52","00:00:04","7.654","50.1","2.69","","131","163","","","","","","","","","Saucony Kinvara XIII","","",""
"2018-02-11","16","Running","","","01:28:08","","00:15:36","01:12:32","","","","16.36","79.2","1.82","","116","120","","","","","","","","","Salming Miles","","Distans framåt kvällen.",""
"2018-02-12","11","Running","","","00:41:54","","","","00:41:54","","","10.058","55.3","3.0","","137","","","","","","","","","","Saucony Kinvara XIII","","Lunchdistans. Lite snabbare tempo än vanligt.",""
"2018-02-13","17","Running","","","01:28:53","","00:01:02","00:22:32","00:20:43","00:35:46","00:08:50","19.205","72.3","3.32","","143","177","","","","","","","","","Saucony Kinvara XIII","","Intervaller med LOK längs Tinnerbäcken.
3 x 5-2-3 med 1/3 vila

Sprang hemifrån eftersom Sara var sen hem från jobbet. Mötte de andra halvvägs in på första intervallen. Riktigt bra sparring från Raz som höll ett bra tempo. Jag blev duktigt trött på sista 3:an.

Lång väg hem med klara känningar i hälen.",""
"2018-02-14","17","Running","","","00:34:59","","","00:34:59","","","","6.367","37.6","2.0","","","","","","","","","","","","VJ Bold IX","","Lite längre uppvärmning innan nattcupen med Ptr.",""
"2018-02-14","17","Orientering","","","00:58:25","","00:00:04","00:00:24","00:04:33","00:50:17","00:03:07","10.465","72.4","3.96","","155","172","","","","","","","","","VJ Bold IX","","Midvinterduell E5
6/17 +0.46 (Hallmén)

Riktigt trött hela vägen. Kände mig astung när det var snö framförallt på de öppna fälten. Klantade mig mot målet och tappade tre platser där.

http://obasen.orientering.se/winsplits/online/sv/default.asp?page=table&databaseId=53640&categoryId=5

Note: Den dåliga känslan berodde nog på att jag hade något skit i kroppen.",""
"2018-02-15","","Note","","","","","","","","","","","","","","","","","","","","","","1","","","","Ont i halsen.:(",""
"2018-02-16","","Note","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"2018-02-17","","Note","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"2018-02-18","","Note","","","","","","","","","","","","","","","","","","","","","","1","","","","Fortfarande ont i halsen men blev ändå 4h snöpuls i Söderö för att märka ut kontroller.",""
"2018-02-19","","Note","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"2018-02-20","","Note","","","","","","","","","","","","","","","","","","","","","","1","","","","Bättre. Kanske kan bli träning imorrn.",""
"2018-02-22","11","Running","","","00:50:11","","","00:50:11","","","","10.469","59.2","2.0","","","","","","","","","","","","Saucony Kinvara XIII","","Lunchlöp. Skönt att vara igång med träningen igen!",""
