"date","hour","activity","workout","keywords","time","i0","i1","i2","i3","i4","i5","distance(km)","climb(m)","intensity","t-intensity","ahr","mhr","controls","spiked","rhr","sleep","weight(kg)","injured","sick","restday","shoes","route","description","private note"
"2012-01-25","11","Orientering","","","00:14:35","","00:00:12","00:00:09","00:01:18","00:12:56","","3.703","11.0","3.85","","155","162","","","","","","","","","Salomon SpeedCross 2","","Lunchträning.
Fixade ihop ett gäng som var sugna på att springa om lördagens sprintcupbana i Lambohov.
Gjorde ett helt ok lopp. Kom ikapp Burken som startade före vid 9:an. Tog dock ett dåligt vägval till 12:an så han fick en lucka.

Tid: 14:35 (Perry vann sprintcupen på 15:12)

Note: Sprang med min Headcam, men dom dåliga kinesiska lödningarna pallade inte minusgrader så den filmade bara 2 min...",""
"2012-01-25","11","Running","","","00:12:42","","","00:11:27","00:01:15","","","2.5","8.0","2.1","","127","134","","","","","","","","","Salomon SpeedCross 2","","Jogg tillbaks",""
"2012-01-25","17","Running","","","01:25:46","","00:02:01","00:18:53","01:00:57","00:03:55","","21.049","154.0","2.78","","136","152","","","","","","","","","Saucony Kinvara 2","","Halvmaraträning
Idag med Joffe och Perry.

Sliten... Valde att inte gå med när Perry höjde farten vid kyrkogården. Gled fram i lagom hårt tempo.",""
"2012-01-26","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Vilodag. 
Kroppen behövde det.",""
"2012-01-27","17","Running","","","00:41:04","","00:02:37","00:15:28","00:06:32","00:11:56","00:04:31","8.0","","3.01","","130","168","","","","","","","","","Puma Complete Roadracer","","Intervaller i hallen.
10 x 400 m med omstart på 2.10.

Tungt idag. Den lite kortare vilan samt avsaknaden av 200:ingar i mellan gjorde att återhämtningen blev kort. Blev riktigt trött efter 7 st. Fick slita på de sista...
Tiden var runt 66 sek på de första och 68 på de sista.

+uppv. och nedjogg.

",""
"2012-01-28","12","Orientering","","","00:46:11","","00:06:38","00:16:18","00:23:15","","","6.059","55.0","2.36","","126","149","","","","","","","","","Icebug Spirit OLX II","","Jag var ansvarig för en träningsdag tillsammans med Denseln och IKHP. Tanken var att köra stafetträning vid Åkerbo på förmiddagen och natt-ol vid Grytsjön på kvällen. 
När vi kom till samlingen sa dock Christer från Denseln att han sett ett stort gäng jägare en bit från samlingen. Vi åkte dit och snackade med dem och de skulle jaga i hela området så det gick absolut inte att träna någon orientering. Jag hade fått beskedet att det var OK att köra på lördagen och att de bara skulle jaga på Söndagar. Men så var inte fallet denna helgen, så vi fick ändra i planeringen. Istället drog vi till Grytsjön och körde kvällens natt-ol. Jag hade skrivit ut 40 st kartor och vi var 39 som var där. Snacka om tur...
Trots att Sara inte hann sätta ut alla kontroller så tror jag det blev ok träning trots allt. De flesta verkade nöjda iallafall. 
Jag väntade in alla och stack sedan ut och plockade in reflexerna.",""
"2012-01-28","17","Orientering","","","01:03:26","","00:00:10","00:01:16","00:11:17","00:50:43","","9.851","101.0","3.77","","152","161","","","","","","","","","Icebug Spirit OLX II","","Natt-OL norr om Borensberg.

Eftersom vi körde den planerade kvällsträningen på förmiddagen, så fick jag fixa en ny träning. Som tur var hade Ronnie Samor i TKOG en extra tiomilaträning utsatt med reflexer på norra delen av SM-kartan.  Den blev perfekt. 8.5 km svår natt-ol
IKHP körde massstart och vi + denseln körde individuell start.
Jag var ganska taggad innan start och ville springa bra. Jag orienterade dock dåligt och missade 3:an, 5:an och 6:an vilket gjorde att fältet samlades ihop. Låg bakom Erik IS och Perry ett tag men gjorde sedan ett misstag mot slutet så de kunde dra ifrån. Även Mike gick om.
Bra träning!

<a href=""http://www.lid1.se/erik/doma/show_map.php?user=Erik&map=70.jpg"" title=""Tiomilaträning""><img src=""http://www.lid1.se/erik/doma/map_images/70.jpg"" width=""260"" height=""180"" alt=Tiomilaträning"" /></a> ",""
"2012-01-29","12","Skidor","","","01:06:20","","00:01:12","00:14:45","00:46:23","00:04:00","","16.204","132.0","2.8","","136","157","","","","","","","","","Atomic RC11","","Åkte till Sya för att åka lite skidor på deras 3.2 km slinga.
Var riktigt tråkigt...  mycket folk och ett tungkört spår. 
Körde bara en dryg timme innan jag la ner.

<a href=""http://svtplay.se/v/2693472/ostnytt/29_1_18_10?cb,a1366518,1,f,-1/pb,a1366516,1,f,-1/pl,v,,2693537/sb,p103416,1,f,-1"">Klipp från Östnytt</a>
3 min in i sändningen.",""
"2012-01-29","18","Running","","","00:46:07","","00:22:20","00:23:47","","","","8.905","67.0","1.52","","109","125","","","","","","","","","Saucony Kinvara 2","","Lätt joggrunda får avsluta veckan.",""
"2012-01-30","","Styrka","","","00:50:00","","","","00:50:00","","","","","3.0","","","","","","","","","","","","","","Rockgympa.",""
"2012-01-31","11","Running","","","00:46:32","","00:00:41","00:32:21","00:11:51","00:01:37","00:00:02","10.803","42.0","2.31","","127","165","","","","","","","","","Saucony Kinvara 2","","Lunchpass.
Distans runt Malmslätt.",""
"2012-01-31","17","Running","","","00:11:22","","00:01:54","00:08:51","00:00:37","","","1.981","14.0","1.89","","115","134","","","","","","","","","Inov-8 x-talon 190","","Uppv.",""
"2012-01-31","17","Running","","","00:30:00","","","","","00:27:33","00:02:27","8.8","54.0","4.08","","154","168","","","","","","","","","Inov-8 x-talon 190","","Intervaller på elljusspåret.
5-4-3-2-1 med halva vilan + 5x3 min med 1 min vila.
Låg och sparrade med Burken och delvis JL i täten. Kändes bra.
3.27-3.38-3.19-3.21-3.37-3.32-3.20-3.31-3.30-3.16",""
"2012-01-31","17","Running","","","00:05:04","","","00:05:04","","","","0.718","","2.0","","115","121","","","","","","","","","Inov-8 x-talon 190","","Kort nedjogg.",""
"2012-02-01","11","Running","","","00:25:00","","00:25:00","","","","","5.0","","1.0","","","","","","","","","","","","Puma Complete Roadracer","","Lunchpass på CH.
Först 5 km lugnt på bandet.
Därefter lite rörelseövningar.",""
"2012-02-01","11","Styrka","","","00:15:00","","00:15:00","","","","","","","1.0","","","","","","","","","","","","","","",""
"2012-02-01","18","Running","","","01:07:43","","00:14:48","00:19:28","00:33:15","00:00:12","","13.729","74.0","2.28","","124","150","","","","","","","","","Saucony Kinvara 2","","Valde att vara med på Burkens och Junis WC istället för halvmarapasset.

Var kass och missade 2 stycken. Blev näst sist. 
Sprang själv i princip hela vägen.

Som vanligt på WC blev det lite blandad fart.",""
"2012-02-02","12","Running","","","00:40:12","","00:01:53","00:34:43","00:03:36","","","8.582","41.0","2.04","","119","148","","","","","","","","","Saucony Kinvara 2","","Lätt lunchjogg. Mest för att komma ut lite i det underbara vintervädret.",""
"2012-02-02","17","Löpning terräng","","","01:53:10","","00:29:01","01:14:45","00:09:24","","","15.171","169.0","1.83","","115","146","","","","","","","","","Salomon SpeedCross 2","","Efter lite tvekan bestämde jag mig tillslut för att åka till LOK-gården och springa distansen. 
Blev en lugn runda runt Rosenkälla i nästan enbart skog+ängsmark. 
Inte direkt så ansträngande (medelpuls på 115), men det var inte meningen heller.

Note: 3000 m imorrn. Har pre-race ångest...",""
"2012-02-03","17","Running","race","","00:09:18","","00:00:09","00:00:06","00:00:29","00:02:29","00:06:05","3.0","","4.53","","164","175","","","","","","","","","Saucony Shay spikeless","","3000 m.
Hamnade där jag ville nämligen i Heat 1 med de allra snabbaste. Jag ville spänna bågen och försöka springa ner mot och förhoppningsvis under 9. 
Lade mig längst bak i fältet i början och tyckte det kändes bra. Hög men kontrollerad fart. Passerade första kilometern på 3.04 och förstod då att det skulle bli svårt att klara sub 9. Höll farten bra även på andra kilometern och även den gick på 3.04. Sen började jag dock tappa och fick släppa sub 9 gruppen. Var inte riktigt taggad och det började strama i baklåren vilket gjorde att jag tappade fart. 
Sista kilometern gick på 3.10 så totaltiden blev 9.18. Nytt pers men jag hade hoppats på betydligt bättre.

Note: Väldigt torr och rosslig i halsen efteråt. Föredrar helt klart att springa ute.",""
"2012-02-03","17","Running","warm up/down","","00:30:00","","00:30:00","","","","","5.0","","1.0","","","","","","","","","","","","Puma Complete Roadracer","","",""
"2012-02-04","10","Running","","","00:13:23","","00:01:41","00:09:14","00:02:28","","","2.454","26.0","2.06","","116","139","","","","","","","","","Icebug Spirit OLX II","","Uppv. En liten extra sväng.",""
"2012-02-04","10","Orientering","","","00:08:23","","","00:00:19","00:01:28","00:06:36","","2.093","11.0","3.75","","153","162","","","","","","","","","Icebug Spirit OLX II","","Sprintcup #3, Magistratshagen
Försök 1. 
Tid: 8.23

Lill-Figge hade gjort ett klassiskt skalfel så istället för 2.9 km så var banan typ bara 1.5 km. Detta gjorde att skalan var typ 1:2000 så det gick fort som sjutton mellan objekten.
Hade lite svårt att komma in i kartläsningen och hade dålig framförhållning. Gjorde ett stort misstag vid k10, då jag sprang på tok för långt. Kostade typ 20-25 sek misstänker jag.

Resultat
http://www.obasen.nu/winsplits/online/sv/default.asp?page=table&databaseId=19709&categoryId=1",""
"2012-02-04","10","Running","","","00:07:40","","00:00:10","00:00:08","00:00:20","00:07:02","","2.009","11.0","3.86","","155","161","","","","","","","","","Icebug Spirit OLX II","","Försök 2:
Tid: 7.40
Sprang om banan. Tog lite olika vägval.",""
"2012-02-04","10","Running","","","00:07:18","","","00:00:12","00:00:19","00:06:47","","1.913","11.0","3.9","","155","163","","","","","","","","","Icebug Spirit OLX II","","Försök 3.
Tid: 7.18
Ytterliggare en omlöpning. Denna gången tog jag de snabbaste vägvalen överallt (tror jag iallafall).",""
"2012-02-04","10","Running","","","00:11:28","","00:04:05","00:07:23","","","","1.809","13.0","1.64","","112","129","","","","","","","","","Icebug Spirit OLX II","","Nedjogg",""
"2012-02-04","17","Orientering","","","01:17:06","","00:00:25","00:01:06","00:32:52","00:42:43","","11.823","167.0","3.53","","149","161","","","","","","","","","Icebug Spirit OLX II","","Natt-ol träning vid Södra Hult tillsammans med Denseln. Vi körde träningen från i lördags som blev inställd.
Kallt, riktigt kallt. Kvicksilvret visade ner mot -20 grader. Gick dock bra att springa, men var riktigt kallt att byta om efteråt.

10 km gafflad bana med två stycken bon. 
Riktigt kul faktiskt. Fin terräng och bra gaffling gjorde till en bra träning. Jag gjorde ett bra lopp. Några mindre krokar och tvekan men överlag bra. Var först i mål. Alltid trevligt att spöa denslarna.

<a href=""http://www.lid1.se/erik/doma/show_map.php?user=Erik&map=71.jpg"" title=""Tiomilaträning""><img src=""http://www.lid1.se/erik/doma/map_images/71.jpg"" width=""180"" height=""260"" alt=Tiomilaträning"" /></a> ",""
"2012-02-05","12","Ellipsmaskin","","","01:00:00","","01:00:00","","","","","","","1.0","","","","","","","","","","","","","","Sen 1h ellips.
Följde damernas skiathlontävling.",""
"2012-02-05","12","Running","","","00:10:00","","00:10:00","","","","","1.8","","1.0","","","","","","","","","","","","Puma Complete Roadracer","","Lite avslutande löpning.",""
"2012-02-05","12","Innebandy","","","00:20:00","","","","00:20:00","","","","","3.0","","","","","","","","","","","","","","Innebandy med LVV.
Tyvärr torsk med 4-3",""
"2012-02-05","12","Running","","","00:30:00","","00:30:00","","","","","6.0","","1.0","","","","","","","","","","","","Puma Complete Roadracer","","Drog till CH för lite inomhusträning innan innebandy matchen.
Först 30 min på löpbandet.",""
"2012-02-06","","Styrka","","","00:55:00","","","","00:55:00","","","","","3.0","","","","","","","","","","","","","","Styrkegympa
5 varv.",""
"2012-02-07","11","Running","","","00:46:48","","00:00:48","00:41:46","00:04:14","","","10.529","38.0","2.07","","","","","","","","","","","","Saucony Kinvara 2","","Lunchpass.
Distans. Joinade Mjärderunners först men de skulle springa intervaller så jag fortsatte själv.",""
"2012-02-07","17","Running","","","00:11:21","","00:02:20","00:09:01","","","","2.094","14.0","1.79","","112","129","","","","","","","","","Inov-8 x-talon 190","","Uppv.",""
"2012-02-07","17","Running","","","00:40:00","","00:00:16","00:01:06","00:13:00","00:25:38","","9.468","60.0","3.6","","150","162","","","","","","","","","Inov-8 x-talon 190","","Intervaller på elljusspåret.
20 x 90-30 

Kände mig tung i dag och var inte speciellt rapp i benen. Fick lite problem med magen på slutet så då gick det inte så fort.",""
"2012-02-07","17","Running","","","00:06:00","","","00:06:00","","","","1.0","","2.0","","","","","","","","","","","","Inov-8 x-talon 190","","Kort nedjogg.",""
"2012-02-08","12","SkiErg","","","00:20:17","","","","00:20:17","","","","","3.0","","","","","","","","","","","","","","Lunchpass på CH.
Testade först att staka 5000 m på SkiErg:n.
Var riktigt skoj faktiskt och det kändes helt klart relevant stakträning. 
Hade strax över 20 min, men jag körde inte på max.",""
"2012-02-08","12","Running","","","00:10:00","","00:10:00","","","","","2.0","","1.0","","","","","","","","","","","","Puma Complete Roadracer","","10 min på bandet.",""
"2012-02-08","12","Styrka","","","00:10:00","","","00:10:00","","","","","","2.0","","","","","","","","","","","","","","Avslutade med lite rörelseövningar.",""
"2012-02-08","17","Running","","","01:16:26","","00:00:32","00:01:18","00:17:36","00:56:04","00:00:56","21.0","151.0","3.73","","154","167","","","","","","","","","Saucony Kinvara 2","","Halvmaraträning.
<b>Tid: 1.16.26</b>

Idag var det jag å bröderna brothers.
Jag spände bågen idag och öppnade lite hårdare än normalt. Fortsatte i högt tempo men ute på Tinnerö började syran komma och jag fick kämpa för att hålla tempot. 
Tiden blev dock strax över 1.16 vilket jag är riktigt nöjd med. 
Inte helt fel att dunka halvmaran på den tiden en kylslagen onsdagskväll i Februari...

5 km - tider:
5 km: 18.37
10 km: 17.55
15 km: 17.54
20 km: 18.16",""
"2012-02-09","17","Löpning terräng","","","01:36:29","","00:49:21","00:47:01","00:00:07","","","12.629","134.0","1.49","","109","132","","","","","","","","","Salomon SpeedCross 2","","Lugnt distanspass från LOK-gården.Vi körde en gammal Sunes bana. Ganska många idag för en gångs skull.",""
"2012-02-10","18","Ellipsmaskin","","","00:20:00","","00:20:00","","","","","","","1.0","","","","","","","","","","","","","","Kollade först på några 1500 m heat.

Gick sedan till gymmet. 
Uppv + ned på ellipsen.",""
"2012-02-10","18","SkiErg","","","00:22:23","","00:02:04","00:03:46","00:08:36","00:07:57","","","","3.0","","138","156","","","","","","","","","","","Lite intervaller på SkiErg:en.
8 x 500 m 
Jobbigt, men kul. Blev ganska snabbt trött i armarna.
Snittet låg strax under 1.50 / 500 m",""
"2012-02-11","18","Orientering","","","01:04:05","","00:00:23","00:04:21","00:43:57","00:15:24","","9.541","37.0","3.16","","144","156","","","","","","","","","Salomon SpeedCross 2","","Träning #2

Natt-ol ute på Femöre vid Oxelösund. En gammal bana (7.1 km) med snitslar uthängt.
Blev lottad att starta först vilket var fint eftersom jag då fick göra ett helt eget lopp.
Gjorde två stora misstag. La bort ~5min på k7 då jag inte hittade den pyttelilla sänkan (skrevan) som snitslen hängde i. Sen missade jag även k11 med typ 3min då jag råkade passera ledningen utan att jag märkte det. Förutom dessa två gick det helt OK.
Bra träning!

Del 1
<a href=""http://www.lid1.se/erik/doma/show_map.php?user=Erik&map=72.jpg"" title=""Träning""><img src=""http://www.lid1.se/erik/doma/map_images/72.jpg"" width=""240"" height=""165"" alt=""Träning"" /></a> ",""
"2012-02-11","10","Orientering","","","01:02:38","","00:03:37","00:43:02","00:15:59","","","9.0","","2.2","","124","140","","","","","","","","","Icebug Spirit OLX II","","Träningshelg i Nyköping med LOK.

Träning #1
Momentbana med ok hällen signerad Peter Öberg. 
Tog den riktigt lugnt och hade inga större problem att klara de olika momenten.
(Glömde sätta på GPS:n)",""
"2012-02-12","9","Löpning terräng","","","01:08:50","","00:03:49","00:57:15","00:07:46","","","10.98","116.0","2.06","","122","140","","","","","","","","","Salomon SpeedCross 2","","Ett riktigt fint långpass.
Jag, Ptr, Heggo, Källe och JL beslöt oss för att springa till ol-träningen som skulle vara 8 km ifrån boendet. Vi sprang på sörmlandsleden men eftersom vi inte hade riktigt koll på var vi skulle så sprang vi lite för långt. Gjorde dock inte så mycket, utan det var bara bra. Blev 11 km istället för 8.",""
"2012-02-12","9","Orientering","","","00:46:54","","00:00:12","00:00:35","00:30:39","00:15:28","","7.63","45.0","3.31","","146","155","","","","","","","","","Salomon SpeedCross 2","","NOK träning vid västra Ryssbergen. En bana på 6.4 km.
Vi som sprang dit + Micke körde masstart. 
Orienteringen gick bra och vid 8:an fick jag och Ptr en lucka till de andra. Vi fortsatte springa bra men till 13:onde drog vi snett. Kostade kanske 1.30. Två små missar på slutet men annars bra.

<a href=""http://www.lid1.se/erik/doma/show_map.php?user=Erik&map=73.jpg"" title=""Träning""><img src=""http://www.lid1.se/erik/doma/map_images/73.jpg"" width=""165"" height=""240"" alt=""Träning"" /></a> ",""
"2012-02-12","9","Löpning terräng","","","00:38:06","","00:00:14","00:12:53","00:24:59","","","6.768","57.0","2.65","","131","144","","","","","","","","","Salomon SpeedCross 2","","Jag och Ptr sprang tillbaka till boendet.
Kände mig rätt fräsch trots att vi vart ute över 2.30.
Nice!",""
"2012-02-12","16","Hockey","","","01:00:00","","","01:00:00","","","","","","2.0","","","","","","","","","","","","","","Putte m.fl. skulle köra Hockey vid den lilla rinken utanför Hangaren. Jag och Ptr drog dit och var med. 
3 i varje lag körde vi så det blev ganska intensivt. 
Riktigt skoj. Svettigt!",""
"2012-02-13","18","Styrka","","","00:45:00","","","","00:45:00","","","","","3.0","","","","","","","","","","","","","","Rockgympa.",""
"2012-02-14","18","Orientering","","","01:21:47","","00:00:22","00:00:20","00:01:54","01:02:27","00:16:44","15.703","96.0","4.16","","160","172","","","","","","","","","Icebug Spirit OLX II","","Night Extreme V
LOK-gården

Seger! 

Riktigt tufft motstånd med nästan 30 pers på långa banan. Jag ville springa bra eftersom jag låg i delad ledning med Kleist i totalen.

Det började inte så bra. Tog ett dåligt vägval till 1:an då jag bara sprang och glömde bort att orientera. Var över minuten efter täten redan vid första. Fick jobba hårt för att ta ikapp men var uppe täten vid k7 då de gjorde en liten krok. Jag tog sen kommandot och låg först några kontroller. Då var fältet ganska uppsprucket men vi småmissade k12 och k13, vilket gjorde att fältet samlades ihop något och vid det andra boet var det en klunga på 15 man samlade. Farten var inte så jättehög och jag tog det medvetet lite lugnt för att spara mig till avslutningen. På väg tillbaka var det en riktig långsträcka med mycket löpning och jag hade bestämt mig för att satsa på den. Det var en bra taktik. 
Jag stämplade som 14:onde man på kontrollen innan långsträckan, springer dock sedan riktigt bra och trycker på hela vägen. Vinner sträckan med typ 30 sek och är uppe i ledning. Får även sista kontrollen först. Håller på att klanta mig på väg mot målet då jag springer lite snett, men jag lyckas styra upp det och kan spurta i mål först.
Riktigt nice!

Segern betyder att jag går upp i ensam ledning och kommer få gå ut först på jaktstarten vid den sista deltävlingen.

<a href=""http://www.lok.se/index.php?page=1&newsId=2607"" >Resultat</a>  

<a href=""http://www.obasen.nu/winsplits/online/sv/default.asp?page=classes&databaseId=19803&ct=true"" >Sträcktider</a> (jag sprang L_BB

Del 1
<a href=""http://www.lid1.se/erik/doma/show_map.php?user=Erik&map=74.jpg"" title=""Night Extreme""><img src=""http://www.lid1.se/erik/doma/map_images/74.jpg"" width=""240"" height=""165"" alt=""Night Extreme"" /></a> 

Del 2
<a href=""http://www.lid1.se/erik/doma/show_map.php?user=Erik&map=75.jpg"" title=""Night Extreme""><img src=""http://www.lid1.se/erik/doma/map_images/75.jpg"" width=""170"" height=""240"" alt=""Night Extreme"" /></a> 
",""
"2012-02-15","11","SkiErg","","","00:15:00","","","00:15:00","","","","","","2.0","","","","","","","","","","","","","","Lunchpass på CH.
Hade tänkt köra intervaller på SkiErg:n, men när jag började dra så kände jag lite i skulderbladet som jag slog i under lördagens natt-ol pass. 
Körde 15 min hyfsat lugnt.",""
"2012-02-15","11","Running","","","00:15:00","","00:15:00","","","","","3.0","","1.0","","","","","","","","","","","","Puma Complete Roadracer","","15 min på bandet.",""
"2012-02-15","11","Styrka","","","00:10:00","","00:10:00","","","","","","","1.0","","","","","","","","","","","","","","Lite rörelseövningar.",""
"2012-02-15","17","Running","","","01:22:53","","00:03:11","00:08:49","00:55:31","00:15:22","","21.0","150.0","3.0","","142","","","","","","","","","","Saucony Kinvara 2","","Halvmarapass.
Tid: 1.22.53

Inte läge för något rekord idag. Sega ben och snömodd gjorde det svårt att springa fort.
Det var jag, Ptr, Joffe, Burken och Hasse från början men ganska snabbt sprack det upp då Joffe drog upp tempot. Han körde med dubbat så han hade bra fäste i snön. Jag släppte en liten lucka vid universitet som sakta, sakta utökades under hela passet. 
Tryckte iallafall på hyfsat hela vägen.",""
"2012-02-16","11","Running","","","00:49:17","","00:02:01","00:29:56","00:17:14","00:00:06","","11.0","40.0","2.31","","126","156","","","","","","","","","","","Lunchdistans med Ptr och Kleist.
Malmslätt ToR

Note: LOK-gårdsvärd på kvällen.",""
"2012-02-17","17","Running","","","00:40:23","","00:10:44","00:11:37","00:09:20","00:08:42","","7.5","","2.4","","123","162","","","","","","","","","Puma Complete Roadracer","","Intervaller i hallen.
4 x (500m+400m+300m, omstart på 1 min), 3 min setvila
Trött idag. Inget tryck alls. Fick knappt upp pulsen i 160. 

+Uppv och ned.",""
"2012-02-18","","Note","","","","","","","","","","","","","","","","","","","","","","","1","","","Vilodag.
Fixade med grejer hemma på förmiddagen, hämtade sängar på Tornby och vallade skidor på kvällen.",""
"2012-02-19","20","Hockey","","","01:00:00","","","01:00:00","","","","","","2.0","","","","","","","","","","","","","","Hockey i Ryd på kvällen.
Skoj!",""
"2012-02-19","12","Skidor","","","01:14:40","","00:01:00","00:04:12","00:53:22","00:16:06","","21.597","107.0","3.13","","143","160","","","","","","","","","Madshus Nanosonic","","Tyvärr blev Tintomaraloppet istället. 
Istället åkte jag, sara, mor och far (som kommit upp på morgonen) till Vreta för att åka lite skidor. 
Körde på den vanliga devisen att ""fästvalla på golfbanor är för kvinnor och barn"" och stakade bara. Körde på rätt hyfsat, blev trött i ryggen efter några varv.
Körde totalt 9 varv (varje varv var ca: 2.4 km)",""
"2012-02-20","17","Running","","","00:17:52","","00:03:43","00:12:43","00:01:16","00:00:09","00:00:01","3.5","","1.88","","114","167","","","","","","","","","Saucony Kinvara 2","","Löpning till CH.",""
"2012-02-20","17","Running","","","00:30:15","","","00:04:15","00:09:11","00:14:31","00:02:18","6.4","","3.49","","137","171","","","","","","","","","Puma Complete Roadracer","","Intervaller i hallen.
2 x 8 x 400 omstart på 2.20

Igen superkänsla men klart bättre än i fredags. Kände mig starkare och starkare och hade inga problem att köra hela passet.
Tiderna låg runt 68-69",""
"2012-02-20","17","Running","","","00:15:00","","00:15:00","","","","","2.5","","1.0","","","","","","","","","","","","Puma Complete Roadracer","","Lite löpning inne i hallen + löpskolning.",""
"2012-02-20","17","Running","","","00:22:07","","00:04:58","00:17:08","00:00:01","","","3.574","43.0","1.78","","113","127","","","","","","","","","Saucony Kinvara 2","","Lätt jogg tillbaka.
Ont i vaderna...",""
"2012-02-21","11","Running","","","01:02:44","","00:37:48","00:24:56","","","","11.509","73.0","1.4","","109","124","","","","","","","","","Salomon SpeedCross 2","","Lunchpass. Lätt distanspass med Ptr och Perry ner mot Slaka.
Fint väder!",""
"2012-02-21","17","Running","warm up/down","","00:11:42","","00:11:24","00:00:18","","","","2.189","3.0","1.03","","101","110","","","","","","","","","Saucony Kinvara 2","","Uppvärmning.",""
"2012-02-21","17","Running","intervals","","00:30:00","","","","00:11:36","00:18:24","","9.0","21.0","3.61","","150","164","","","","","","","","","Saucony Kinvara 2","","Intervaller med LOK längs Tinnerbäcken.
10 x 3 min med 1 min vila

Trött som sjutton innan och i början av passet. Kom dock igång efter några intervaller och tyckte det kändes bra mot slutet. Nöjde mig med 10 st då alla andra la ner efter 8.
Farten låg mellan 3.15-3.25",""
"2012-02-21","17","Running","warm up/down","","00:12:56","","00:12:56","","","","","2.2","","1.0","","","","","","","","","","","","Saucony Kinvara 2","","Nedjogg.",""
"2012-02-22","11","SkiErg","","","00:19:00","","","","00:19:00","","","","","3.0","","","","","","","","","","","","","","Lunchpass på CH.
Intervaller på SkiErg:n. 5 x 1000 m. 
Varje tog typ 3.50",""
"2012-02-22","11","SkiErg","warm up/down","","00:10:00","","00:10:00","","","","","","","1.0","","","","","","","","","","","","","","Lite uppv och ned.",""
"2012-02-22","11","Styrka","","","00:10:00","","00:10:00","","","","","","","1.0","","","","","","","","","","","","","","Lite rörelseövningar efteråt.",""
"2012-02-22","17","Running","","","01:18:28","","00:00:43","00:07:41","00:17:30","00:52:34","","21.012","142.0","3.55","","149","163","","","","","","","","","Saucony Kinvara 2","","Onsdag betyder halvmarapass.
Tid: 1.18.28

Denna gången med Joffe, Hasse och Ptr (till en början i alla fall). Jag hade tänkt köra progressiv fart, men så blev det inte..  eller till en början gick det lugnt men farten drogs upp efter vallarondellen. Joffe släppte i Lambohov och jag och Hasse borrade på. Blev trött på det mjuka underlaget ute på Tinnerö och fick släppa några meter på Hasse. Kunde dock plocka in något när vi kom ut på asfalten. 
Tyckte inte det gick så fort, så blev överraskad att klockan stannade på 1.18.

5 km: 19.52
10 km: 18.01
15 km: 18.17
20 km : 18.24",""
"2012-02-23","11","Running","","","00:48:19","","00:07:39","00:40:26","00:00:14","","","9.314","74.0","1.85","","114","137","","","","","","","","","Saucony Kinvara","","Lätt lunchjogg ut runt Tinnerö i det vackra vårvädret.",""
"2012-02-25","11","Running","","","00:35:26","","","","00:05:30","00:29:56","","10.0","109.0","3.84","","155","164","","","","","","","","","Saucony Kinvara 2","","Tröskelintervaller.
3 x 3.3 km med 5 min mellanjogg

Tanken var att springa i min mil-fart dvs 3.25 tempo. Gick bra på första och sista men på den andra intervallen var det uppför hela vägen samt motvind. Då klarade jag inte att hålla farten.
Fint pass!",""
"2012-02-25","11","Running","","","00:35:00","","","00:35:00","","","","6.7","","2.0","","","","","","","","","","","","Saucony Kinvara 2","","Uppv. + mellanjogg + nedjogg.",""
"2012-02-25","15","Skidor","","","01:10:44","","00:08:02","00:27:29","00:32:58","00:02:15","","19.169","320.0","2.42","","128","155","","","","","","","","","Atomic RC11","","Skidor på konstsnöspåret i Ulricehamn.
De har hela 6 km konstsnö i u-hamn. Dock hade de inte kört om spåren på några dagar, så snön var isig och jäkligt skitig.
Inte så jättekul att köra. Knappt något fäste så det mest stakning som gällde. Klen!",""
"2012-02-26","10","Running","","","02:14:29","","00:16:36","01:56:44","00:01:09","","","27.889","313.0","1.89","","117","133","","","","","","","","","Saucony Kinvara 2","","Ville få ett långpass, men var inte sugen på att harva runt på konstsnöspåret. Fick därför bli ett kombipass.
Sprang först in till u-hamn (nästan 3 mil). Bytte sedan om till skidor (farsan åkte bil).",""
"2012-02-26","10","Skidor","","","00:39:48","","00:04:42","00:13:03","00:21:15","00:00:48","","11.788","169.0","2.46","","130","150","","","","","","","","","Atomic RC11","","De hade fräst om delar av spåret, annars var det samma som igår dvs isiga och skitiga spår.
Körde bara 2 varv. Trött som sjutton. Kände mig yr på sista varvet. ",""
"2012-02-27","18","Styrka","","","00:50:00","","","","00:50:00","","","","","3.0","","","","","","","","","","","","","","Rockgympa.
Kändes bra. 

Note: Gjorde rörelsetesterna som Ptr gjorde i förra veckan. Resultatet var över förväntan och jag blev godkänd på alla övningar utom en. ",""
"2012-02-28","17","Running","","","00:14:03","","00:09:37","00:04:24","00:00:02","","","2.384","13.0","1.32","","107","114","","","","","","","","","Inov-8 x-talon 190","","Uppv.",""
"2012-02-28","17","Running","intervals","","00:30:00","","","","00:04:19","00:23:20","00:02:21","8.7","53.0","3.93","","143","173","","","","","","","","","","","Intervaller med LOK på elljusspåret.
5-2-3 min med 1/2 tiden vila.

Låg och cruisade med Lilleman i täten under större delen av passet. Hade inte direkt så hög puls, men farten var ändå OK. Tryckte på rejält på sista vilket gjorde att pulsen steg rejält (nice).
Farten låg runt 3.30 förutom på sista 3:an som gick i 3.12 min/km.",""
"2012-02-28","17","Running","","","00:10:13","","00:00:34","00:09:39","","","","1.643","","1.94","","119","129","","","","","","","","","Inov-8 x-talon 190","","nedjogg.",""
